,price_try,make,series,year,km,transmission,fuel,body_type,warranty,from_,wheel_drive,cylinder_number,torque_nm,engine_capacity_cc,engine_power_hp,max_power_rpm,min_power_rpm,acceleration_0to100_sec,max_speed_kmh,average_fuel_consumption_lt,painted_changed
1124,150000,Renault,Other Renault,1994,351000,Manual,LPG & Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,140,1390,83,5750,3500,15.2,168,6.5,Painted or Changed
1125,395000,Seat,Other Seat,2006,229000,Manual,Diesel,Sedan,Warrantless,Owner,Front-Wheel Drive,3,195,1422,75,2500,1200,14.2,174,4.5,Original
1126,950000,Opel,Astra,2016,121000,Automatic,Diesel,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,320,1598,136,3500,2000,9.7,205,4.6,Original
1127,430000,Renault,Symbol,2010,130000,Manual,LPG & Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,114,1390,75,5500,4250,12.5,170,7.1,Painted or Changed
1128,220000,Opel,Other Opel,1994,400000,Manual,LPG & Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,200,1998,115,2500,1200,13.6,175,5.5,Original
1129,770000,Ford,Fiesta,2012,98000,Automatic,Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,128,1388,96,5750,4200,13.9,166,6.5,Original
1130,590000,Fiat,Linea,2017,93000,Manual,LPG & Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,115,1368,77,6000,3000,14.6,165,6.3,Original
1131,530000,Volkswagen,Passat,2008,315000,Manual,Diesel,Sedan,Warrantless,Owner,4WD (Continuous),4,320,1968,140,4000,2500,10.2,204,6.6,Painted or Changed
1132,700000,Peugeot,Other Peugeot,2012,133000,Automatic,Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,240,1598,158,6000,4000,10.2,220,7.1,Original
1133,790000,Honda,Civic,2010,117000,Manual,Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,152,1595,125,6500,4200,10.3,197,6.7,Painted or Changed
1134,340000,Fiat,Other Fiat,2006,101000,Manual,Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,114,1242,81,5000,4000,13.2,166,7.2,Original
1135,456000,Mercedes - Benz,Other Mercedes - Benz,1995,416000,Automatic,LPG & Gasoline,Sedan,Warrantless,Owner,Rear-Wheel Drive,4,190,1998,136,2500,1200,12.8,202,8.2,Original
1136,495000,Peugeot,Other Peugeot,2012,155000,Manual,Diesel,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,160,1360,71,4000,2000,15.1,166,4.4,Painted or Changed
1137,273000,Opel,Corsa,1997,258400,Manual,LPG & Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,106,1389,60,2500,1200,15.2,155,5.5,Original
1138,725000,Hyundai,Other Hyundai,2015,109043,Automatic,Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,134,1368,100,6000,3500,12.9,170,6.4,Painted or Changed
1139,750000,Volkswagen,Polo,2014,102000,Semiautomatic,Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,160,1197,90,4800,1400,10.8,184,4.7,Original
1140,447000,Opel,Corsa,2008,120000,Manual,Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,110,1229,80,5600,4000,13.9,168,6.1,Painted or Changed
1141,470000,Volkswagen,Golf,2008,203000,Manual,Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,148,1595,102,5600,3800,11.4,184,7.4,Painted or Changed
1142,1249000,BMW,3 Series,2015,121000,Automatic,Gasoline,Sedan,Warrantless,Owner,Rear-Wheel Drive,3,220,1499,136,4500,1250,9.1,210,5.0,Painted or Changed
1143,1115000,Opel,Corsa,2023,6500,Automatic,Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,3,230,1199,130,5500,1750,8.7,208,4.5,Original
1144,210000,Toyota,Other Toyota,1993,114000,Manual,LPG & Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,196,1998,136,5500,3600,9.7,205,6.5,Painted or Changed
1145,460000,Other,Other Other,2012,174500,Manual,LPG & Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,133,1498,106,5800,4400,15.2,170,7.2,Original
1146,339000,Hyundai,Other Hyundai,2000,215000,Manual,LPG & Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,132,1495,102,5500,3000,11.4,173,6.9,Painted or Changed
1147,365000,Hyundai,Other Hyundai,2011,700000,Manual,LPG & Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,146,1599,112,6000,4500,10.2,190,6.5,Painted or Changed
1148,550000,Other,Other Other,2014,185800,Manual,Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,3,118,1199,73,5750,2750,14.2,160,5.3,Original
1149,685000,Renault,Megane,2013,88000,Manual,LPG & Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,151,1598,110,6000,4250,10.5,190,7.1,Original
1150,375000,Fiat,Other Fiat,2006,241000,Manual,Diesel,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,180,1248,70,4000,1750,14.0,164,4.6,Original
1151,420000,Honda,Civic,2002,242000,Manual,LPG & Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,152,1590,110,6300,4800,9.2,195,6.5,Painted or Changed
1152,840000,Renault,Clio,2019,84500,Manual,Diesel,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,220,1461,90,3750,1750,12.0,180,3.6,Original
1153,675000,Volkswagen,Jetta,2014,337000,Semiautomatic,Diesel,Sedan,Warrantless,Owner,Front-Wheel Drive,4,250,1598,105,4400,2500,11.7,190,4.7,Painted or Changed
1154,145000,Tofaş,Other Tofaş,1994,90000,Manual,LPG & Gasoline,Sedan,Warrantless,Owner,Rear-Wheel Drive,4,122,1581,80,5500,3250,15.2,155,6.5,Original
1155,210000,Tofaş,Other Tofaş,1997,200000,Manual,LPG & Gasoline,Sedan,Warrantless,Owner,Rear-Wheel Drive,4,124,1581,96,5500,3000,13.2,180,6.6,Painted or Changed
1156,230000,Renault,Other Renault,1998,187000,Manual,LPG & Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,140,1401,76,2500,1200,15.2,155,5.5,Original
1157,690000,Seat,Other Seat,2015,146500,Manual,Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,132,1390,85,5000,3800,11.8,177,5.9,Original
1158,128000,Other,Other Other,1992,160999,Manual,Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,92,1289,54,2500,1200,14.0,150,5.5,Original
1159,233000,Hyundai,Other Hyundai,1997,276000,Manual,LPG & Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,130,1495,92,5500,3000,11.7,176,6.5,Painted or Changed
1160,435000,Ford,Fiesta,2008,234500,Manual,Diesel,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,160,1399,68,4000,2000,15.0,164,4.3,Painted or Changed
1161,215000,Other,Other Other,1999,301000,Manual,LPG & Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,106,1289,68,2500,1200,13.5,162,6.7,Original
1162,400000,Opel,Astra,1999,283000,Manual,LPG & Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,150,1598,100,2500,1200,11.5,188,7.4,Painted or Changed
1163,750000,Ford,Other Ford,2012,223000,Manual,Gasoline,Other,Warrantless,Owner,Front-Wheel Drive,4,240,1597,180,5700,5000,8.9,215,6.8,Painted or Changed
1164,635000,Fiat,Other Fiat,2013,69100,Semiautomatic,LPG & Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,115,1368,77,6000,3250,13.2,165,5.4,Painted or Changed
1165,415000,Other,Other Other,2005,264000,Automatic,LPG & Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,125,1332,95,6000,4000,11.8,180,5.6,Painted or Changed
1166,385000,Hyundai,Other Hyundai,2004,156000,Manual,LPG & Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,117,1341,82,2500,1200,11.5,166,6.2,Painted or Changed
1167,515000,Honda,Civic,2008,277000,Automatic,LPG & Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,152,1595,125,6500,4200,12.5,192,6.9,Original
1168,1685000,Honda,Other Honda,2022,32000,Automatic,Gasoline,Sedan,Warranted,Owner,Front-Wheel Drive,4,260,1498,190,5500,1600,8.9,190,7.3,Original
1169,870000,Renault,Megane,2018,73900,Manual,LPG & Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,156,1598,115,5500,4000,11.8,190,6.3,Original
1170,635000,Other,Other Other,2013,94500,Semiautomatic,Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,136,1397,96,6000,4000,13.2,184,5.6,Original
1171,1350000,Audi,Other Audi,2014,164000,Automatic,Diesel,Sedan,Warrantless,Owner,Front-Wheel Drive,4,320,1968,150,4200,1750,9.1,210,4.8,Painted or Changed
1172,166000,Hyundai,Other Hyundai,1993,45000,Manual,LPG & Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,124,1468,71,5500,3000,15.2,155,6.5,Original
1173,400000,Opel,Astra,2001,265000,Manual,Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,150,1598,100,2500,1200,11.5,188,7.4,Painted or Changed
1174,360000,Hyundai,Other Hyundai,2003,244000,Manual,LPG & Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,114,1341,86,5500,3000,14.7,169,6.7,Original
1175,1605000,Mercedes - Benz,Other Mercedes - Benz,2016,149000,Automatic,Diesel,Sedan,Warrantless,Owner,Rear-Wheel Drive,4,320,1598,136,3800,2600,9.7,218,4.2,Original
1176,485000,Fiat,Other Fiat,2009,189517,Manual,LPG & Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,140,1400,100,2500,1200,15.2,155,5.5,Original
1177,300000,Renault,Megane,2005,205000,Manual,LPG & Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,152,1598,115,2500,1200,10.9,192,6.8,Original
1178,800000,Fiat,Egea,2023,6600,Manual,Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,127,1368,95,6000,4500,11.5,185,5.7,Original
1179,1015000,Other,Other Other,2016,176000,Semiautomatic,Diesel,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,250,1598,120,3500,1500,11.0,206,4.1,Original
1180,885000,Ford,Focus,2014,58600,Manual,Diesel,Sedan,Warrantless,Owner,Front-Wheel Drive,4,270,1560,115,3600,2500,10.9,180,4.5,Original
1181,435000,Other,Other Other,2009,162040,Automatic,LPG & Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,130,1399,94,6200,3400,11.9,170,7.0,Original
1182,205000,Tofaş,Other Tofaş,1994,111111,Manual,LPG & Gasoline,Sedan,Warrantless,Owner,Rear-Wheel Drive,4,130,1581,83,5800,2900,13.1,170,6.5,Original
1183,415000,Renault,Symbol,2010,186250,Manual,Diesel,Sedan,Warrantless,Owner,Front-Wheel Drive,4,160,1461,65,3750,1900,16.5,160,4.5,Painted or Changed
1184,245000,Renault,Other Renault,1998,300000,Manual,LPG & Gasoline,Other,Warrantless,Owner,Front-Wheel Drive,4,182,1948,139,2500,1200,9.9,200,9.0,Original
1185,390000,Hyundai,Other Hyundai,2010,283000,Manual,LPG & Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,125,1399,97,6000,3200,11.2,170,6.0,Original
1186,355000,Renault,Symbol,2007,187000,Manual,Diesel,Sedan,Warrantless,Owner,Front-Wheel Drive,4,160,1461,65,3750,1900,16.5,160,4.5,Original
1187,479000,Opel,Astra,2005,257500,Manual,LPG & Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,150,1598,105,6000,3900,12.3,185,6.6,Original
1188,390000,Renault,Megane,2006,231800,Manual,LPG & Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,151,1598,110,6000,4250,11.1,193,6.8,Painted or Changed
1189,362500,Renault,Symbol,2008,240000,Manual,Diesel,Sedan,Warrantless,Owner,Front-Wheel Drive,4,160,1461,65,3750,1900,16.5,160,4.5,Original
1190,1150000,Mercedes - Benz,Other Mercedes - Benz,2013,276000,Automatic,Gasoline,Other,Warrantless,Owner,Front-Wheel Drive,4,250,1595,156,5300,4000,8.6,230,5.1,Painted or Changed
1191,565000,Volkswagen,Polo,2011,230000,Manual,Diesel,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,230,1598,90,4200,2500,11.5,180,4.2,Painted or Changed
1192,475000,Fiat,Linea,2012,167500,Manual,Diesel,Sedan,Warrantless,Owner,Front-Wheel Drive,4,200,1248,95,4000,1500,13.8,170,4.9,Original
1193,622000,Renault,Clio,2015,191000,Manual,Diesel,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,200,1461,75,2500,1200,14.3,168,3.6,Original
1194,220000,Other,Other Other,2006,256000,Manual,Diesel,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,85,1405,54,2500,1200,17.0,140,5.7,Painted or Changed
1195,375000,Renault,Megane,2004,290800,Manual,Diesel,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,185,1461,80,2500,1200,14.3,170,4.6,Painted or Changed
1196,220000,Ford,Other Ford,1997,136000,Manual,LPG & Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,130,1597,90,5300,3000,12.3,177,6.5,Original
1197,765000,Toyota,Corolla,2011,138000,Semiautomatic,Diesel,Sedan,Warrantless,Owner,Front-Wheel Drive,4,205,1364,90,3800,1800,14.8,175,4.8,Original
1198,619000,Seat,Other Seat,2015,91000,Semiautomatic,Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,175,1197,105,5000,1550,9.7,190,5.3,Painted or Changed
1199,330000,Honda,Other Honda,1998,302000,Manual,LPG & Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,184,1997,147,6000,5000,9.9,210,8.5,Painted or Changed
1200,277000,Fiat,Other Fiat,2001,278000,Manual,LPG & Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,115,1368,77,6000,3000,13.0,169,6.1,Original
1201,690000,Honda,Civic,2010,108800,Manual,LPG & Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,152,1595,125,6500,4200,10.3,197,6.7,Painted or Changed
1202,535000,Hyundai,Other Hyundai,2013,266000,Manual,Diesel,Sedan,Warrantless,Owner,Front-Wheel Drive,4,262,1582,128,4000,1900,10.1,190,4.4,Painted or Changed
1203,550000,Renault,Symbol,2011,103,Manual,Diesel,Sedan,Warrantless,Owner,Front-Wheel Drive,4,160,1461,65,3750,1900,16.5,160,4.5,Original
1204,355000,Toyota,Corolla,1995,244000,Manual,LPG & Gasoline,Other,Warrantless,Owner,Front-Wheel Drive,4,145,1587,114,2500,1200,10.0,195,5.5,Original
1205,175000,Opel,Other Opel,1992,375000,Manual,LPG & Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,200,1998,115,2500,1200,13.6,175,5.5,Painted or Changed
1206,714000,Opel,Astra,2016,130000,Manual,LPG & Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,155,1598,115,6000,4000,11.9,193,6.5,Original
1207,739000,Renault,Clio,2016,102900,Semiautomatic,Diesel,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,220,1461,90,4000,1750,12.9,176,3.7,Original
1208,415000,Hyundai,Other Hyundai,2008,198000,Manual,Diesel,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,235,1493,110,4000,1900,11.1,180,4.5,Painted or Changed
1209,1625000,Mercedes - Benz,Other Mercedes - Benz,2012,129000,Automatic,LPG & Gasoline,Sedan,Warrantless,Owner,Rear-Wheel Drive,4,300,1796,204,5500,2000,7.2,241,7.6,Painted or Changed
1210,450000,Fiat,Other Fiat,2006,270000,Manual,Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,125,1368,95,6000,4500,11.4,178,6.0,Painted or Changed
1211,550000,BMW,Other BMW,1995,282000,Automatic,Gasoline,Sedan,Warrantless,Owner,Rear-Wheel Drive,8,290,2997,218,5800,4500,9.7,234,6.6,Original
1212,310000,Renault,Clio,2002,233000,Manual,LPG & Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,127,1390,98,2500,1200,10.5,186,7.0,Painted or Changed
1213,575000,Fiat,Linea,2014,111000,Manual,Diesel,Sedan,Warrantless,Owner,Front-Wheel Drive,4,200,1248,95,4000,1500,13.8,170,4.9,Painted or Changed
1214,154000,Opel,Other Opel,1990,385000,Manual,LPG & Gasoline,Sedan,Warrantless,Owner,Rear-Wheel Drive,4,200,1998,115,2500,1200,13.6,175,5.5,Original
1215,525200,Renault,Clio,2009,62000,Automatic,Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,151,1598,110,6000,4250,12.2,186,7.5,Painted or Changed
1216,475000,Peugeot,Other Peugeot,2008,162876,Semiautomatic,Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,3,93,998,69,6000,3600,14.0,157,4.6,Original
1217,555000,Ford,Fiesta,2016,186000,Manual,Diesel,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,185,1498,75,4000,1700,13.5,167,3.7,Painted or Changed
1218,455000,Renault,Megane,2010,286000,Manual,Diesel,Other,Warrantless,Owner,Front-Wheel Drive,4,240,1461,105,4000,2000,10.9,190,4.5,Painted or Changed
1219,680000,Hyundai,Other Hyundai,2012,93000,Manual,LPG & Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,158,1591,132,6300,4850,10.7,200,6.4,Original
1220,509900,Toyota,Other Toyota,2006,112000,Semiautomatic,Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,3,95,998,69,6000,3600,16.9,155,5.3,Original
1221,588750,Ford,Focus,2010,205000,Manual,LPG & Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,155,1596,115,6000,4150,11.0,193,6.6,Painted or Changed
1222,920000,Toyota,Corolla,2019,66000,Automatic,Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,142,1798,98,5200,3600,11.0,180,3.5,Painted or Changed
1223,430000,Fiat,Linea,2010,255000,Manual,Diesel,Sedan,Warrantless,Owner,Front-Wheel Drive,4,200,1248,90,4000,1750,13.8,170,4.9,Original
1224,1875000,Volkswagen,Passat,2019,92000,Semiautomatic,Diesel,Sedan,Warrantless,Owner,Front-Wheel Drive,4,250,1598,120,4000,1500,10.8,206,4.0,Original
1225,180000,Tofaş,Other Tofaş,1994,55555,Manual,LPG & Gasoline,Sedan,Warrantless,Owner,Rear-Wheel Drive,4,105,1372,71,5500,3500,13.5,162,6.6,Painted or Changed
1226,475000,Fiat,Linea,2013,180000,Manual,Diesel,Sedan,Warrantless,Owner,Front-Wheel Drive,4,200,1248,95,4000,1500,13.8,170,4.9,Painted or Changed
1227,500000,Fiat,Egea,2016,154000,Manual,Diesel,Sedan,Warrantless,Owner,Front-Wheel Drive,4,200,1248,95,3750,1500,11.7,183,4.1,Original
1228,1060000,Volkswagen,Passat,2013,139000,Manual,Diesel,Sedan,Warrantless,Owner,Front-Wheel Drive,4,250,1598,105,4400,2500,12.2,195,4.3,Painted or Changed
1229,275000,Renault,Other Renault,1998,156000,Manual,LPG & Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,140,1397,72,2500,1200,15.2,175,5.5,Original
1230,600000,Toyota,Other Toyota,2008,101000,Manual,Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,157,1598,124,6000,5200,10.4,190,7.1,Original
1231,720000,Opel,Astra,2015,132000,Manual,LPG & Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,155,1598,115,6000,4000,11.9,193,6.5,Original
1232,415000,Opel,Astra,2006,189000,Manual,LPG & Gasoline,Other,Warrantless,Owner,Front-Wheel Drive,4,150,1598,105,2500,1200,12.3,185,6.6,Original
1233,627500,Fiat,Linea,2013,141000,Manual,Diesel,Sedan,Warrantless,Owner,Front-Wheel Drive,4,290,1598,105,4000,1500,11.0,190,5.1,Painted or Changed
1234,500000,Fiat,Other Fiat,2018,504788,Manual,Diesel,Other,Warrantless,Owner,Front-Wheel Drive,4,200,1248,95,3750,1500,14.3,166,4.2,Original
1235,827500,Fiat,Egea,2021,13000,Manual,LPG & Gasoline,Sedan,Warranted,Owner,Front-Wheel Drive,4,127,1368,95,6000,4500,11.8,186,6.4,Original
1236,725000,Ford,Other Ford,2013,112000,Manual,Diesel,Other,Warrantless,Owner,Front-Wheel Drive,4,270,1560,115,3600,1750,11.3,184,4.6,Painted or Changed
1237,490000,Fiat,Linea,2012,198000,Manual,Diesel,Sedan,Warrantless,Owner,Front-Wheel Drive,4,200,1248,95,4000,1500,13.8,170,4.9,Original
1238,258000,Opel,Other Opel,2000,340000,Manual,LPG & Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,150,1598,100,2500,1200,12.5,193,7.2,Painted or Changed
1239,675000,Renault,Clio,2015,144000,Manual,Diesel,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,200,1461,75,2500,1200,14.3,168,3.6,Painted or Changed
1240,505000,Hyundai,Other Hyundai,2011,197000,Automatic,LPG & Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,125,1399,97,6000,4700,14.5,168,7.6,Painted or Changed
1241,410000,Fiat,Other Fiat,2008,250000,Manual,Diesel,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,190,1248,75,4000,1750,13.6,165,4.5,Painted or Changed
1242,585000,Honda,Civic,2007,302000,Automatic,Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,152,1595,125,6500,4200,10.3,192,7.1,Painted or Changed
1243,270000,Tofaş,Other Tofaş,2000,290000,Manual,LPG & Gasoline,Other,Warrantless,Owner,Rear-Wheel Drive,4,131,1581,83,5800,3250,15.2,168,6.5,Painted or Changed
1244,575000,Other,Other Other,2017,56000,Manual,Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,3,97,999,75,6300,3500,14.5,151,5.4,Original
1245,929500,Honda,Civic,2018,129600,Automatic,Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,152,1597,125,6500,4300,11.6,196,6.7,Painted or Changed
1246,300000,Volkswagen,Polo,2001,258,Manual,LPG & Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,126,1390,100,2500,1200,10.4,188,6.7,Painted or Changed
1247,435500,Peugeot,Other Peugeot,2004,200000,Automatic,LPG & Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,147,1587,110,2500,1200,14.0,186,7.9,Painted or Changed
1248,525000,Hyundai,Other Hyundai,2010,125000,Manual,Diesel,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,225,1396,75,4000,1750,16.2,161,4.4,Painted or Changed
1249,698000,Fiat,Egea,2020,84000,Manual,Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,127,1368,95,6000,4500,11.5,185,5.7,Original
1250,518000,Hyundai,Other Hyundai,2011,222000,Manual,Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,125,1399,97,6000,4700,12.3,177,6.5,Painted or Changed
1251,190000,Tofaş,Other Tofaş,1999,58762,Manual,LPG & Gasoline,Sedan,Warrantless,Owner,Rear-Wheel Drive,4,130,1581,83,5800,2900,13.1,170,6.5,Painted or Changed
1252,470000,Other,Other Other,2010,222000,Manual,Gasoline,Sedan,Warranted,Owner,Front-Wheel Drive,4,154,1598,124,6300,3800,10.9,190,6.5,Original
1253,580000,Renault,Fluence,2011,208000,Manual,Diesel,Sedan,Warrantless,Owner,Front-Wheel Drive,4,240,1461,105,4000,2000,11.4,186,4.5,Original
1254,540000,Renault,Symbol,2014,144000,Manual,Diesel,Sedan,Warrantless,Owner,Front-Wheel Drive,4,220,1461,90,4000,1750,12.2,167,3.9,Painted or Changed
1255,350000,Mercedes - Benz,Other Mercedes - Benz,1988,315000,Manual,LPG & Gasoline,Sedan,Warrantless,Owner,Rear-Wheel Drive,4,200,1997,123,2500,1200,13.6,175,5.5,Painted or Changed
1256,718000,Opel,Other Opel,2012,140000,Manual,Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,200,1364,140,4900,1850,10.9,205,5.6,Original
1257,165000,Fiat,Other Fiat,1998,300000,Manual,LPG & Gasoline,Hatchback,Warranted,Owner,Front-Wheel Drive,4,90,1372,71,5750,3500,15.2,155,6.5,Painted or Changed
1258,605000,Ford,Fiesta,2014,223000,Manual,Diesel,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,185,1498,75,4000,1700,13.5,167,3.7,Painted or Changed
1259,1395000,Mercedes - Benz,Other Mercedes - Benz,2003,68000,Automatic,Gasoline,Sedan,Warrantless,Owner,Rear-Wheel Drive,4,240,1796,163,2500,1200,9.9,227,8.7,Original
1260,320000,Renault,Clio,2005,299000,Manual,Diesel,Sedan,Warrantless,Owner,Front-Wheel Drive,4,160,1461,65,2500,1200,15.0,162,4.7,Original
1261,105000,Other,Other Other,2000,315000,Manual,LPG & Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,130,1596,90,5600,3600,12.5,185,6.8,Painted or Changed
1262,568000,Toyota,Corolla,2009,203000,Manual,Diesel,Sedan,Warrantless,Owner,Front-Wheel Drive,4,190,1364,90,3800,1800,12.0,175,4.9,Painted or Changed
1263,620000,Volkswagen,Jetta,2011,263000,Semiautomatic,Diesel,Sedan,Warrantless,Owner,Front-Wheel Drive,4,250,1598,105,4400,2500,11.7,190,4.7,Painted or Changed
1264,453000,Ford,Fiesta,2012,225000,Manual,Diesel,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,160,1398,70,4000,1750,14.9,162,4.2,Painted or Changed
1265,315000,Opel,Other Opel,1997,237000,Manual,LPG & Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,188,1998,136,2500,1200,10.0,215,8.7,Original
1266,250000,Renault,Other Renault,1996,245000,Manual,LPG & Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,150,1600,125,2500,1200,15.2,155,5.5,Original
1267,690000,Honda,Civic,2004,249000,Automatic,LPG & Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,152,1590,110,6300,4800,11.3,192,7.0,Painted or Changed
1268,750000,Opel,Astra,2015,140000,Manual,LPG & Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,155,1598,115,6000,4000,11.9,193,6.5,Original
1269,740000,Renault,Fluence,2015,203000,Semiautomatic,Diesel,Sedan,Warrantless,Owner,Front-Wheel Drive,4,240,1461,110,4000,2000,11.5,185,4.4,Painted or Changed
1270,1370000,BMW,5 Series,2013,200000,Automatic,Gasoline,Sedan,Warrantless,Owner,Rear-Wheel Drive,4,250,1592,170,6000,4700,8.7,226,6.7,Painted or Changed
1271,650000,Mercedes - Benz,Other Mercedes - Benz,2001,302000,Automatic,Diesel,Sedan,Warrantless,Owner,Rear-Wheel Drive,6,470,3222,197,4000,2000,8.9,230,7.8,Original
1272,1210000,Volkswagen,Golf,2018,158377,Semiautomatic,Diesel,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,250,1598,125,4400,2500,11.2,189,4.7,Original
1273,735000,Fiat,Egea,2018,115000,Semiautomatic,Diesel,Sedan,Warrantless,Owner,Front-Wheel Drive,4,320,1598,120,3750,1750,9.8,200,3.9,Painted or Changed
1274,610000,Volkswagen,Golf,2007,213000,Manual,LPG & Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,148,1595,102,2500,1200,12.0,180,7.9,Painted or Changed
